Name,Satellite_of,"Orbit_semimajor_axis_[UA]",Inclination,Eccentricity,"Argument_of_periapsis","L_ascending_node",Mean_Longitude,Right_Ascension,Declination,Reference_Date,Model,ModelScale,Mesh_[dataset]
ISS,Earth,"","","","","","","","","","","",""
